Movie Name,Role,Name
Oz the Great and Powerful,Screenwriter,Michell Kapner
Oz the Great and Powerful,Screenwriter,David Lindsay-Abaire
Oz the Great and Powerful,Producer,Joe Roth
The Art of War,Director,Christian Duguay
Revolutionary Road,Director,Sam Mendes
Revolutionary Road,Screenwriter,Justin Haythe
Revolutionary Road,Producer,John H. Hart
Revolutionary Road,Producer,Scott Rudin
Revolutionary Road,Producer,Sam Mendes
Revolutionary Road,Producer,Bobby Cohen
9,Director,Shane Acker
9,Screenwriter,Pamela Pettler
Little Nicky,Director,Charles Grosvenor
Little Nicky,Screenwriter,Mark Young
Little Nicky,Screenwriter,Kelly Ward
Little Nicky,Producer,David Kirschner
Little Nicky,Producer,Jerry Mills
Superman Returns,Director,Bryan Singer
Superman Returns,Producer,Jon Peters
Superman Returns,Producer,Bryan Singer
Superman Returns,Producer,Gilbert Adler
Superman Returns,Screenwriter,Michael Dougherty
Superman Returns,Screenwriter,Dan Harris
X-Men: First Class,Director,Matthew Vaughn
X-Men: First Class,Producer,Lauren Shuler Donner
X-Men: First Class,Producer,Bryan Singer
X-Men: First Class,Producer,Simon Kinberg
X-Men: First Class,Producer,Gregory Goodman
X-Men: First Class,Screenwriter,Ashley Edward Miller
X-Men: First Class,Screenwriter,Zack Stentz
X-Men: First Class,Screenwriter,Jane Goldman
X-Men: First Class,Screenwriter,Matthew Vaughn
Courage Under Fire,Director,Edward Zwick
Festen,Director,Thomas Vinterberg
The House Bunny,Director,Fred Wolf
Winter's Tale,Director,Akiva Goldsman
Winter's Tale,Screenwriter,Akiva Goldsman
Winter's Tale,Producer,Akiva Goldsman
Winter's Tale,Producer,Marc Platt
Winter's Tale,Producer,Michael Tadross
Winter's Tale,Producer,Tony Allard
Saw,Director,James Wan
The Lincoln Lawyer,Director,Brad Furman
The Lincoln Lawyer,Screenwriter,John Romano
The Lincoln Lawyer,Producer,Tom Rosenberg
The Lincoln Lawyer,Producer,Gary Lucchesi
The Lincoln Lawyer,Producer,Sidney Kimmel
The Lincoln Lawyer,Producer,Richard Wright
The Lincoln Lawyer,Producer,Scott Steindorff
The Raven,Director,James McTeigue
The Raven,Screenwriter,Hannah Shakespeare
The Raven,Screenwriter,Ben Livingston
The Raven,Producer,Aaron Ryder
The Raven,Producer,Mark D Evans
The Raven,Producer,Trevor Macy
The Pursuit of D.B. Cooper,Director,Roger Spottiswoode
My Big Fat Greek Wedding,Producer,Rita Wilson
My Big Fat Greek Wedding,Producer,Tom Hanks
My Big Fat Greek Wedding,Producer,Gary Goetzman
My Big Fat Greek Wedding,Director,Joel Zwick
My Big Fat Greek Wedding,Screenwriter,Nia Vardalos
RED 2,Director,Dean Parisot
RED 2,Screenwriter,Jon Hoeber
RED 2,Screenwriter,Erich Hoeber
RED 2,Producer,Lorenzo di Bonaventura
RED 2,Producer,Mark Vahradian
We Are Marshall,Director,Joseph McGinty Nichol
The Mighty Ducks,Director,Stephen Herek
Red Eye,Director,Wes Craven
Nixon,Director,Oliver Stone
The Hunt for Red October,Director,John McTiernan
The Hunt for Red October,Screenwriter,Larry Ferguson
The Hunt for Red October,Producer,Mace Neufeld
Ocean's Thirteen,Director,Steven Soderbergh
Ocean's Thirteen,Producer,Jerry Weintraub
Ocean's Thirteen,Screenwriter,Brian Koppleman
Ocean's Thirteen,Screenwriter,David Levien
Connie & Carla,Director,Michael Lembeck
Mission: Impossible 2,Director,John Woo
Mission: Impossible 2,Producer,Tom Cruise
Mission: Impossible 2,Producer,Paul Wagner
Mission: Impossible 2,Screenwriter,Robert Towne
Die Hard 2,Director,Renny Harlin
Another Happy Day,Director,Sam Levinson
Another Happy Day,Screenwriter,Sam Levinson
Another Happy Day,Producer,Celine Rattray
Another Happy Day,Producer,Ellen Barkin
Another Happy Day,Producer,Pamela Lynn Fielder
Another Happy Day,Producer,Johnny Lin
Another Happy Day,Producer,Michael Nardelli
Another Happy Day,Producer,Salli Newman
Another Happy Day,Producer,Todd Traina
Surrogates,Screenwriter,John Brancato
Surrogates,Screenwriter,Michael Ferris
Surrogates,Director,Jonathan Mostow
Star Wars Ep. III: Revenge of the Sith,Director,George Lucas
Star Wars Ep. III: Revenge of the Sith,Screenwriter,George Lucas
Star Wars Ep. III: Revenge of the Sith,Producer,Rick McCallum
Rob Roy,Director,Michael Caton-Jones
Rob Roy,Producer,Peter Broughan
Rob Roy,Producer,Richard Jackson
Rob Roy,Screenwriter,Alan Sharp
Welcome to the Rileys,Producer,Giovanni Agnelli
Welcome to the Rileys,Producer,Scott Bloom
Welcome to the Rileys,Producer,Michael Costigan
Welcome to the Rileys,Director,Jake Scott
Welcome to the Rileys,Screenwriter,Ken Hixon
Reindeer Games,Director,John Frankenheimer
Reindeer Games,Screenwriter,Ehren Kruger
Reindeer Games,Producer,Marty Katz
Reindeer Games,Producer,Bob Weinstein
Reindeer Games,Producer,Chris Moore
The Lord of the Rings: The Return of the King,Director,Peter Jackson
The Lord of the Rings: The Return of the King,Producer,Barrie M. Osborne
The Lord of the Rings: The Return of the King,Producer,Fran Walsh
The Lord of the Rings: The Return of the King,Producer,Peter Jackson
The Lord of the Rings: The Return of the King,Screenwriter,Fran Walsh
The Lord of the Rings: The Return of the King,Screenwriter,Philippa Boyens
The Lord of the Rings: The Return of the King,Screenwriter,Peter Jackson
For Colored Girls,Producer,Paul Hall
For Colored Girls,Producer,Roger M. Bobb
For Colored Girls,Director,Tyler Perry
For Colored Girls,Screenwriter,Tyler Perry
Leaving Las Vegas,Director,Mike Figgis
The Perks of Being a Wallflower,Producer,Lianne Halfon
The Perks of Being a Wallflower,Producer,Russell Smith
The Perks of Being a Wallflower,Producer,John Malkovich
The Perks of Being a Wallflower,Screenwriter,Stephen Chbosky
The Perks of Being a Wallflower,Director,Stephen Chbosky
The Funeral,Director,Abel Ferrara
Copycat,Director,Jon Amiel
Firefox,Director,Clint Eastwood
Contact,Director,Robert Zemeckis
Contact,Screenwriter,James V. Hart
Contact,Screenwriter,Michael Goldenberg
Contact,Producer,Robert Zemeckis
Contact,Producer,Steve Starkey
Anywhere But Here,Director,Wayne Wang
Austin Powers in Goldmember,Director,Jay Roach
Austin Powers in Goldmember,Screenwriter,Mike Myers
Austin Powers in Goldmember,Screenwriter,Michael McCullers
Austin Powers in Goldmember,Producer,Suzanne Todd
Austin Powers in Goldmember,Producer,Jennifer Todd
Austin Powers in Goldmember,Producer,Demi Moore
Austin Powers in Goldmember,Producer,Eric McLeod
Austin Powers in Goldmember,Producer,John Lyons
Austin Powers in Goldmember,Producer,Mike Myers
Diary of a Wimpy Kid: Rodrick Rules,Producer,Nina Jacobson
Diary of a Wimpy Kid: Rodrick Rules,Producer,Brad Simpson
Diary of a Wimpy Kid: Rodrick Rules,Director,David Bowers
Diary of a Wimpy Kid: Rodrick Rules,Screenwriter,Gabe Sachs
Diary of a Wimpy Kid: Rodrick Rules,Screenwriter,Jeff Judah
Youth in Revolt,Director,Miguel Arteta
Youth in Revolt,Screenwriter,Gustin Nash
Juno,Director,Jason Reitman
Juno,Screenwriter,Diablo Cody
Juno,Producer,Lianne Halfon
Juno,Producer,John Malkovich
Juno,Producer,Russell Smith
Juno,Producer,Mason Novick
Neighbors,Director,Nicholas Stoller
Neighbors,Screenwriter,Andrew Jay Cohen
Neighbors,Screenwriter,Brendan O'Brien
Neighbors,Producer,Seth Rogen
Neighbors,Producer,Evan Goldberg
Neighbors,Producer,James Weaver
The Patriot,Director,Roland Emmerich
The Patriot,Producer,Dean Devlin
The Patriot,Producer,Mark Gordon
The Patriot,Producer,Gary Levinsohn
The Patriot,Screenwriter,Robert Rodat
Paranoia,Director,Robert Luketic
Paranoia,Screenwriter,Jason Dean Hall
Paranoia,Screenwriter,Barry Levy
Paranoia,Producer,Alexandra Milchan
Paranoia,Producer,William D. Johnson
Paranoia,Producer,Deepak Nayar
Beautiful,Director,Sally Field
The Great Gatsby,Director,Baz Luhrmann
The Great Gatsby,Screenwriter,Baz Luhrmann
The Great Gatsby,Screenwriter,Craig Pearce
The Great Gatsby,Producer,Baz Luhrmann
The Great Gatsby,Producer,Catherine Martin
The Great Gatsby,Producer,Douglas Wick
The Great Gatsby,Producer,Lucy Fisher
The Great Gatsby,Producer,Catherine Knapman
A Beautiful Mind,Director,Ron Howard
A Beautiful Mind,Screenwriter,Akiva Goldsman
A Beautiful Mind,Producer,Brian Grazer
A Beautiful Mind,Producer,Ron Howard
A Dangerous Method,Director,David Cronenberg
A Dangerous Method,Producer,Jeremy Thomas
A Dangerous Method,Screenwriter,Christopher Hampton
Insomnia,Director,Christopher Nolan
High Crimes,Director,Carl Franklin
High Crimes,Screenwriter,Yuri Zeltser
High Crimes,Screenwriter,Cary Bickley
High Crimes,Producer,Arnon Milchan
High Crimes,Producer,Janet Yang
High Crimes,Producer,Jesse B'Franklin
The Big Wedding,Director,Justin Zackham
The Big Wedding,Screenwriter,Justin Zackham
The Big Wedding,Producer,Clay Pecorin
The Big Wedding,Producer,Harry J. Ufland
The Big Wedding,Producer,Justin Zackham
The Big Wedding,Producer,Richard Salvatore
The Big Wedding,Producer,Anthony Katagas
Alvin and the Chipmunks: The Squeakquel,Director,Betty Thomas
Alvin and the Chipmunks: The Squeakquel,Producer,Janice Karman
Alvin and the Chipmunks: The Squeakquel,Producer,Ross Bagdasarian
Alvin and the Chipmunks: The Squeakquel,Screenwriter,Jon Vitti
Alvin and the Chipmunks: The Squeakquel,Screenwriter,Jonathan Aibel
Alvin and the Chipmunks: The Squeakquel,Screenwriter,Glenn Berger
Alvin and the Chipmunks: The Squeakquel,Screenwriter,Ross Bagdasarian
Alvin and the Chipmunks: The Squeakquel,Screenwriter,Janice Karman
The Village,Director,M. Night Shyamalan
The Village,Screenwriter,M. Night Shyamalan
The Village,Producer,Scott Rudin
The Village,Producer,Sam Mercer
The Village,Producer,M. Night Shyamalan
A Man Apart,Director,F. Gary Gray
On Deadly Ground,Director,Steven Seagal
Babe,Director,Chris Noonan
Shanghai Noon,Producer,Roger Birnbaum
Shanghai Noon,Producer,Gary Barber
Shanghai Noon,Producer,Jonathan Glickman
Shanghai Noon,Director,Tom Dey
Shanghai Noon,Screenwriter,Alfred Gough
Shanghai Noon,Screenwriter,Miles Millar
Don't Say a Word,Director,Gary Fleder
This Means War,Director,Joseph McGinty Nichol
This Means War,Screenwriter,Timothy Dowling
This Means War,Screenwriter,Simon Kinberg
This Means War,Producer,Robert Simonds
This Means War,Producer,James Lassiter
This Means War,Producer,Will Smith
This Means War,Producer,Simon Kinberg
Club Dread,Director,Jay Chandrasekhar
Another Year,Screenwriter,Mike Leigh
Another Year,Director,Mike Leigh
Another Year,Producer,Georgina Lowe
Test,Director,Chris Mason Johnson
Test,Screenwriter,Chris Mason Johnson
Test,Producer,Chris Mason Johnson
Test,Producer,Chris Martin
Brave,Director,Mark Andrews
Brave,Director,Brenda Chapman
Brave,Producer,Katherine Sarafilm
Brave,Screenwriter,Mark Andrews
Brave,Screenwriter,Steve Purcell
Brave,Screenwriter,Brenda Chapman
Brave,Screenwriter,Irene Mecchi
Seven Psychopaths,Director,Martin McDonagh
Seven Psychopaths,Screenwriter,Martin McDonagh
Seven Psychopaths,Producer,Graham Broadbent
Seven Psychopaths,Producer,Pete Czernin
Seven Psychopaths,Producer,Martin McDonagh
Toy Story 3,Director,Lee Unkrich
Toy Story 3,Producer,Darla Anderson
Toy Story 3,Screenwriter,Michael Arndt
La Guerre du feu,Director,Jean-Jacques Annaud
Goodfellas,Director,Martin Scorsese
Goodfellas,Producer,Irwin Winkler
Goodfellas,Screenwriter,Nicholas Pileggi
Goodfellas,Screenwriter,Martin Scorsese
The Remains of the Day,Director,James Ivory
The Four Seasons,Director,Alan Alda
Cheaper by the Dozen,Director,Shawn Levy
Cheaper by the Dozen,Screenwriter,Sam Harper
Cheaper by the Dozen,Screenwriter,Joel Cohen
Cheaper by the Dozen,Screenwriter,Alec Sokolow
Cheaper by the Dozen,Producer,Robert Simonds
Cheaper by the Dozen,Producer,Michael Barnathan
Cheaper by the Dozen,Producer,Ben Myron
The Past is a Grotesque Animal,Director,Jason Miller
The Past is a Grotesque Animal,Producer,Jason Miller
The Past is a Grotesque Animal,Producer,Andrew Napier
C'era una volta il West,Director,Sergio Leone
Scott Pilgrim vs. The World,Producer,Marc Platt
Scott Pilgrim vs. The World,Producer,Eric Gitter
Scott Pilgrim vs. The World,Producer,Nira Park
Scott Pilgrim vs. The World,Screenwriter,Michael Bacall
Scott Pilgrim vs. The World,Screenwriter,Edgar Wright
Scott Pilgrim vs. The World,Director,Edgar Wright
Just Wright,Director,Sanaa Hamri
Safety Not Guaranteed,Director,Colin Trevorow
Safety Not Guaranteed,Screenwriter,Derek Connolly
Safety Not Guaranteed,Producer,Marc Turtletaub
Safety Not Guaranteed,Producer,Peter Saraf
Safety Not Guaranteed,Producer,Stephanie Langhoff
Safety Not Guaranteed,Producer,Derek Connolly
Safety Not Guaranteed,Producer,Colin Trevorow
The Dark Half,Director,George A. Romero
Bottle Rocket,Director,Wes Anderson
Valkyrie,Director,Bryan Singer
Valkyrie,Screenwriter,Christopher McQuarrie
Valkyrie,Screenwriter,Nathan Alexander
Valkyrie,Producer,Bryan Singer
Valkyrie,Producer,Christopher McQuarrie
Valkyrie,Producer,Gilbert Adler
Don't Be Afraid of the Dark,Director,Troy Nixey
Don't Be Afraid of the Dark,Screenwriter,Guillermo Del Toro
Don't Be Afraid of the Dark,Screenwriter,Matthew Robbins
Don't Be Afraid of the Dark,Producer,Guillermo Del Toro
Don't Be Afraid of the Dark,Producer,Mark Johnson
Gake no ue no Ponyo,Producer,Toshio Suzuki
Gake no ue no Ponyo,Director,Hayao Miyazaki
Gake no ue no Ponyo,Screenwriter,Hayao Miyazaki
Silver Linings Playbook,Director,David O. Russell
Silver Linings Playbook,Screenwriter,David O. Russell
Silver Linings Playbook,Producer,Donna Gigliotti
Silver Linings Playbook,Producer,Bruce Cohen
Silver Linings Playbook,Producer,Jonathan Gordon
In & Out,Director,Frank Oz
Flatliners,Director,Joel Schumacher
Flatliners,Producer,Michael Douglas
Flatliners,Producer,Rick Bieber
Flatliners,Screenwriter,Peter Filardi
Get Rich or Die Tryin',Director,Jim Sheridan
Year One,Director,Harold Ramis
Year One,Screenwriter,Harold Ramis
Year One,Screenwriter,Gene Stupnitsky
Year One,Screenwriter,Lee Eisenberg
Year One,Producer,Harold Ramis
Year One,Producer,Judd Apatow
Year One,Producer,Clayton Townsend
Come Early Morning,Director,Joey Lauren Adams
Very Bad Things,Director,Peter Berg
Spirit: Stallion of the Cimarron,Director,Kelly Asbury
Spirit: Stallion of the Cimarron,Director,Lorna Cook
Spirit: Stallion of the Cimarron,Producer,Mirelle Soria
Spirit: Stallion of the Cimarron,Producer,Jeffrey Katzenberg
Spirit: Stallion of the Cimarron,Screenwriter,John Fusco
The Secret Life of Walter Mitty,Director,Ben Stiller
The Secret Life of Walter Mitty,Screenwriter,Steve Conrad
The Secret Life of Walter Mitty,Producer,"Samuel Goldwyn, Jr."
The Secret Life of Walter Mitty,Producer,John Goldwyn
The Secret Life of Walter Mitty,Producer,Stuart Cornfeld
The Secret Life of Walter Mitty,Producer,Ben Stiller
Sherlock Holmes: A Game of Shadows,Director,Guy Ritchie
Sherlock Holmes: A Game of Shadows,Screenwriter,Michele Mulroney
Sherlock Holmes: A Game of Shadows,Screenwriter,Kieran Mulroney
Sherlock Holmes: A Game of Shadows,Producer,Joel Silver
Sherlock Holmes: A Game of Shadows,Producer,Lionel Wigram
Sherlock Holmes: A Game of Shadows,Producer,Susan Downey
Sherlock Holmes: A Game of Shadows,Producer,Dan Lin
Rules of Engagement,Director,William Friedkin
Rules of Engagement,Producer,Richard D. Zanuck
Rules of Engagement,Producer,Scott Rudin
Rules of Engagement,Screenwriter,Stephen Gaghan
Miracle at St. Anna,Director,Spike Lee
XXX: State of the Union,Director,Lee Tamahori
XXX: State of the Union,Screenwriter,Simon Kinberg
XXX: State of the Union,Producer,Arne L. Schmidt
XXX: State of the Union,Producer,Neal H. Moritz
Roger & Me,Director,Michael Moore
Underworld,Director,Len Wiseman
Underworld,Screenwriter,Danny McBride
Underworld,Producer,Tom Rosenberg
Underworld,Producer,Gary Lucchesi
Underworld,Producer,Richard S. Wright
Full Frontal,Director,Steven Soderbergh
The Road to Perdition,Director,Sam Mendes
The Road to Perdition,Screenwriter,David Self
The Road to Perdition,Producer,Richard D. Zanuck
The Road to Perdition,Producer,Dean Zanuck
The Road to Perdition,Producer,Sam Mendes
Somewhere in Time,Director,Jeannnot Szwarc
The Game Plan,Director,Andy Fickman
The Game Plan,Screenwriter,Nichole Millard
The Game Plan,Screenwriter,Kathryn Price
The Game Plan,Producer,Gordon Gray
The Game Plan,Producer,Mark Ciardi
I Heart Huckabees,Director,David O. Russell
I Heart Huckabees,Screenwriter,David O. Russell
I Heart Huckabees,Screenwriter,Jeff Baena
I Heart Huckabees,Producer,David O. Russell
I Heart Huckabees,Producer,Gregory Goodman
I Heart Huckabees,Producer,Scott Rudin
The Devil Inside,Director,William Brent Bell
The Devil Inside,Screenwriter,William Brent Bell
The Devil Inside,Screenwriter,Matthew Peterman
The Devil Inside,Producer,Matthew Peterman
The Devil Inside,Producer,Morris Paulson
Bill & Ted's Excellent Adventure,Director,Stephen Herek
Lord of War,Director,Andrew Niccol
Mad City,Director,Costa-Gavras
Mommie Dearest,Director,Frank Perry
Caddyshack,Director,Harold Ramis
The Three Musketeers 3D,Director,Paul W.S. Anderson
The Three Musketeers 3D,Screenwriter,Alex Litvak
The Three Musketeers 3D,Screenwriter,Andrew Davies
The Three Musketeers 3D,Producer,Jeremy Bolt
The Three Musketeers 3D,Producer,Paul W.S. Anderson
The Three Musketeers 3D,Producer,Robert Kulzer
Jackie Brown,Director,Quentin Tarantino
Jackie Brown,Screenwriter,Quentin Tarantino
Jackie Brown,Producer,Lawrence Bender
Vampires,Director,John Carpenter
Dumb & Dumber,Director,Peter Farrelly
Dumb & Dumber,Director,Bobby Farrelly
Mr. Deeds,Director,Steven Brill
Mr. Deeds,Screenwriter,Tim Herlihy
Mr. Deeds,Producer,Sid Ganis
Mr. Deeds,Producer,Jack Giarraputo
Charlie Wilson's War,Director,Mike Nichols
Charlie Wilson's War,Screenwriter,Aaron Sorkin
Charlie Wilson's War,Producer,Tom Hanks
Charlie Wilson's War,Producer,Gary Goetzman
Super Size Me,Director,Morgan Spurlock
Ali,Director,Michael Mann
Ali,Screenwriter,Stephen J. Rivele
Ali,Screenwriter,Christopher Wilkinson
Ali,Screenwriter,Eric Roth
Ali,Screenwriter,Michael Mann
Ali,Producer,Jon Peters
Ali,Producer,James Lassiter
Ali,Producer,Paul Ardaji
Ali,Producer,Michael Mann
Ali,Producer,A. Kitman Ho
Abraham Lincoln: Vampire Hunter,Director,Timur Bekmambetov
Abraham Lincoln: Vampire Hunter,Producer,Timur Bekmambetov
Abraham Lincoln: Vampire Hunter,Screenwriter,Seth Grahame-Smith
