Movie Name,Critical Label,Critic Rating,Audience Label,Audience Rating
Strange Wilderness,Rotten,0%,Spilled,34%
Alone in the Dark,Rotten,1%,Spilled,10%
Sorcerer,Fresh,80%,Upright,84%
Street Fighter: The Legend of Chun-Li,Rotten,18%,Spilled,18%
Monkeybone,Rotten,20%,Spilled,27%
Hancock,Rotten,41%,Upright,60%
Screwed,Rotten,13%,Spilled,48%
The Wackness,Fresh,69%,Upright,72%
American Hustle,Certified Fresh,93%,Upright,75%
How to Lose Friends & Alienate People,Rotten,36%,Spilled,43%
The Shawshank Redemption,Certified Fresh,91%,Upright,98%
Othello,Fresh,68%,Upright,65%
Wall Street,Certified Fresh,78%,Upright,81%
Batman,Fresh,72%,Upright,84%
Hitman,Rotten,14%,Spilled,57%
Alfie,Rotten,49%,Spilled,52%
Conan the Barbarian 3D,Rotten,24%,Spilled,30%
Life as We Know It,Rotten,28%,Upright,61%
12 Angry Men,Certified Fresh,100%,Upright,97%
Whatever it Takes,Rotten,16%,Spilled,45%
An Education,Certified Fresh,94%,Upright,80%
127 Hours,Certified Fresh,93%,Upright,85%
Impostor,Rotten,22%,Spilled,41%
Kiss of the Dragon,Rotten,51%,Upright,69%
Happy Feet Two,Rotten,46%,Upright,61%
Radio,Rotten,36%,Upright,80%
Carrie,Rotten,49%,Spilled,46%
The Other Dream Team,Fresh,88%,Upright,88%
Antz,Certified Fresh,95%,Spilled,51%
Double Take,Rotten,12%,Spilled,50%
Quills,Certified Fresh,75%,Upright,83%
Predator 2,Rotten,25%,Spilled,44%
That Thing You Do!,Certified Fresh,93%,Upright,78%
Phenomenon,Rotten,50%,Upright,60%
Fort McCoy,Rotten,40%,Spilled,45%
Office Space,Certified Fresh,79%,Upright,93%
"Paris, je t'aime",Certified Fresh,86%,Upright,84%
The Little Vampire,Rotten,55%,Spilled,55%
Chloe,Rotten,51%,Spilled,39%
Showtime,Rotten,25%,Spilled,25%
I'm Not There,Certified Fresh,77%,Upright,70%
Mononoke-hime,Certified Fresh,93%,Upright,94%
The Pledge,Certified Fresh,78%,Spilled,59%
Freeze Frame,Fresh,83%,Spilled,59%
All the Real Girls,Fresh,71%,Upright,78%
My Own Private Idaho,Certified Fresh,81%,Upright,81%
To Die For,Certified Fresh,87%,Upright,65%
Hudson Hawk,Rotten,24%,Spilled,57%
Yentl,Fresh,73%,Upright,75%
Wrath of the Titans,Rotten,25%,Spilled,49%
Little Shop of Horrors,Certified Fresh,90%,Upright,79%
Scoop,Rotten,40%,Spilled,56%
Cinderella Man,Certified Fresh,80%,Upright,91%
Womb,Rotten,35%,Spilled,45%
Latter Days,Rotten,43%,Upright,79%
The Wrestler,Certified Fresh,98%,Upright,88%
Mamma Mia!,Rotten,54%,Upright,66%
300,Fresh,60%,Upright,89%
Jumanji,Rotten,50%,Upright,61%
Avatar,Certified Fresh,83%,Upright,82%
Brigham City,Fresh,71%,Upright,83%
Burn,Fresh,100%,Upright,92%
Hellboy,Certified Fresh,81%,Upright,65%
Central do Brasil,Certified Fresh,94%,Upright,95%
Drive Me Crazy,Rotten,28%,Spilled,53%
The Shadow,Rotten,35%,Spilled,44%
Halloween:  The Curse of Michael Myers,Rotten,7%,Spilled,40%
Ravenous,Rotten,43%,Upright,79%
No Good Deed,Rotten,12%,Upright,71%
My Sister's Keeper,Rotten,48%,Upright,72%
Insomnia,Certified Fresh,92%,Upright,76%
Dinner for Schmucks,Rotten,42%,Spilled,43%
The Ugly Truth,Rotten,13%,Upright,60%
The Forgotten,Rotten,31%,Spilled,36%
Chernobyl Diaries,Rotten,19%,Spilled,28%
Jingle All the Way,Rotten,17%,Spilled,37%
The Life of David Gale,Rotten,19%,Upright,81%
The Hobbit: The Desolation of Smaug,Certified Fresh,74%,Upright,86%
The Family Stone,Rotten,51%,Upright,63%
The Rugrats Movie,Rotten,59%,Spilled,50%
Need for Speed,Rotten,22%,Upright,60%
The Curious Case of Benjamin Button,Certified Fresh,72%,Upright,80%
"Gandhi, My Father",Rotten,40%,Upright,71%
Back to the Future Part III,Fresh,73%,Upright,78%
Lucky You,Rotten,29%,Spilled,28%
Blow Out,Certified Fresh,90%,Upright,81%
Se7en,Certified Fresh,79%,Upright,95%
The Work and the Glory: American Zion,Rotten,45%,Upright,79%
Somewhere,Certified Fresh,72%,Spilled,47%
Across the Universe,Rotten,53%,Upright,82%
Home Fries,Rotten,31%,Spilled,33%
There Be Dragons,Rotten,11%,Spilled,55%
Winter's Bone,Certified Fresh,94%,Upright,76%
Against the Ropes,Rotten,12%,Spilled,29%
Chronicle,Certified Fresh,85%,Upright,71%
Machine Gun Preacher,Rotten,29%,Upright,63%
Argo,Certified Fresh,96%,Upright,90%
Madagascar 3: Europe's Most Wanted,Certified Fresh,79%,Upright,73%
Swordfish,Rotten,26%,Upright,60%
Underclassman,Rotten,6%,Spilled,35%
The Warrior's Way,Rotten,29%,Spilled,47%
Rise of the Guardians,Certified Fresh,74%,Upright,81%
Grace,Fresh,67%,Spilled,30%
Amen,Fresh,67%,Upright,82%
Novocaine,Rotten,38%,Spilled,38%
Krrish,Fresh,100%,Upright,72%
Kabhi Alvida Naa Kehna,Fresh,60%,Upright,68%
Wrong Turn,Rotten,41%,Spilled,54%
Amigo,Fresh,62%,Spilled,54%
The International,Rotten,59%,Spilled,37%
Silent House,Rotten,41%,Spilled,30%
You Only Live Twice,Fresh,73%,Upright,69%
Shark Tale,Rotten,36%,Spilled,49%
Tron,Fresh,70%,Upright,70%
The Alamo,Rotten,30%,Spilled,45%
Star Wars Ep. I: The Phantom Menace,Rotten,57%,Upright,60%
The Medallion,Rotten,18%,Spilled,27%
Cirque du Freak: The Vampire's Assistant,Rotten,38%,Spilled,42%
The Beastmaster,Rotten,42%,Spilled,53%
Young Sherlock Holmes,Fresh,65%,Upright,64%
Mission: Impossible,Fresh,61%,Upright,71%
Blue Crush,Fresh,61%,Spilled,59%
The Messengers,Rotten,12%,Spilled,44%
Case 39,Rotten,22%,Spilled,40%
Mr. Peabody & Sherman,Certified Fresh,79%,Upright,74%
Miss March,Rotten,5%,Spilled,29%
About Time,Fresh,69%,Upright,81%
Abandon,Rotten,17%,Spilled,32%
21 Jump Street,Certified Fresh,85%,Upright,82%
Cheaper by the Dozen 2,Rotten,6%,Spilled,58%
Raising Cain,Rotten,52%,Spilled,41%
Insidious,Fresh,66%,Upright,61%
Seven Pounds,Rotten,27%,Upright,75%
Gone in 60 Seconds,Rotten,24%,Upright,77%
Saw IV,Rotten,17%,Upright,62%
The Ides of March,Certified Fresh,85%,Upright,73%
Youth in Revolt,Fresh,66%,Spilled,52%
Jodaeiye Nader az Simin,Certified Fresh,99%,Upright,92%
The Kid,Rotten,49%,Spilled,49%
The Straight Story,Certified Fresh,96%,Upright,91%
Il conformista,Certified Fresh,100%,Upright,92%
The Devil Wears Prada,Certified Fresh,76%,Upright,76%
Larry the Cable Guy: Health Inspector,Rotten,5%,Spilled,52%
Saving Grace,Fresh,63%,Upright,84%
Flyboys,Rotten,33%,Upright,67%
Sunday,Fresh,80%,Upright,74%
The Big Bounce,Rotten,16%,Spilled,24%
Urban Legends: Final Cut,Rotten,9%,Spilled,19%
Thor,Certified Fresh,77%,Upright,76%
Salt,Fresh,62%,Spilled,59%
Book of Shadows: Blair Witch 2,Rotten,13%,Spilled,18%
Surrogates,Rotten,39%,Spilled,38%
Nim's Island,Rotten,51%,Spilled,46%
Star Trek: Nemesis,Rotten,37%,Spilled,50%
Dragonheart,Rotten,50%,Upright,61%
"Big Mommas: Like Father, Like Son",Rotten,5%,Spilled,58%
Assault On Precinct 13,Fresh,60%,Spilled,48%
The Color Purple,Fresh,88%,Upright,94%
Partition,Rotten,38%,Upright,73%
Vera Drake,Certified Fresh,92%,Upright,84%
Coriolanus,Certified Fresh,93%,Spilled,58%
Bananas,Fresh,88%,Upright,75%
The Lucky Ones,Rotten,36%,Spilled,54%
Flipped,Rotten,55%,Upright,78%
Zathura,Certified Fresh,75%,Spilled,50%
National Lampoon's Van Wilder,Rotten,18%,Upright,74%
Full Frontal,Rotten,38%,Spilled,28%
But I'm a Cheerleader,Rotten,34%,Upright,75%
The Dilemma,Rotten,24%,Spilled,29%
Code Name: The Cleaner,Rotten,4%,Spilled,37%
Into the Blue,Rotten,21%,Spilled,57%
Four Rooms,Rotten,14%,Upright,71%
Percy Jackson & the Olympians: The Lightning Thief,Rotten,49%,Spilled,53%
The Dark Knight,Certified Fresh,94%,Upright,94%
Like Mike,Rotten,57%,Spilled,52%
Malibu's Most Wanted,Rotten,31%,Spilled,54%
The Haunting,Rotten,17%,Spilled,28%
Snatch,Fresh,73%,Upright,94%
The School of Rock,Certified Fresh,92%,Upright,64%
Frankenstein,Rotten,40%,Spilled,50%
The Adjustment Bureau,Fresh,72%,Upright,67%
Crooklyn,Fresh,76%,Upright,90%
The Virginity Hit,Rotten,29%,Spilled,31%
Goodfellas,Certified Fresh,96%,Upright,97%
Jackass: The Movie,Rotten,48%,Upright,75%
Transamerica,Certified Fresh,76%,Upright,83%
Mr. Deeds,Rotten,22%,Upright,60%
Trucker,Rotten,58%,Spilled,58%
Heli,Fresh,63%,Upright,64%
London,Rotten,14%,Upright,61%
The Haunting of Molly Hartley,Rotten,3%,Spilled,18%
Kevin Hart: Let Me Explain,Fresh,63%,Upright,72%
Under the Rainbow,Rotten,0%,Spilled,49%
Out of Time,Fresh,65%,Spilled,59%
Wicker Park,Rotten,25%,Upright,80%
Battle: Los Angeles,Rotten,35%,Spilled,48%
Bucky Larson: Born to Be a Star,Rotten,0%,Spilled,25%
What Just Happened,Rotten,51%,Spilled,22%
Pay it Forward,Rotten,40%,Upright,78%
The Importance of Being Earnest,Rotten,58%,Upright,73%
Air Force One,Certified Fresh,79%,Upright,66%
The Wild Bunch,Certified Fresh,98%,Upright,91%
Man on Wire,Certified Fresh,100%,Upright,87%
Amistad,Certified Fresh,76%,Upright,79%
Dolphin Tale,Certified Fresh,82%,Upright,81%
Romeo Is Bleeding,Rotten,23%,Upright,62%
Brick,Certified Fresh,80%,Upright,86%
The Incredible Burt Wonderstone,Rotten,36%,Spilled,33%
Tadpole,Certified Fresh,78%,Spilled,57%
The Lincoln Lawyer,Certified Fresh,83%,Upright,81%
Chariots of Fire,Certified Fresh,84%,Upright,81%
The Back-up Plan,Rotten,18%,Spilled,45%
28 Days Later...,Certified Fresh,87%,Upright,85%
The Lords of Dogtown,Rotten,55%,Upright,81%
Thunderbirds,Rotten,19%,Spilled,36%
Bubble,Fresh,72%,Upright,61%
Hannah Montana the Movie,Rotten,44%,Upright,67%
Scrooged,Fresh,66%,Upright,72%
Whip It,Certified Fresh,84%,Upright,74%
Star Trek III: The Search for Spock,Certified Fresh,78%,Upright,61%
Parker,Rotten,41%,Spilled,48%
Dear Wendy,Rotten,36%,Upright,66%
Under Siege 2: Dark Territory,Rotten,34%,Spilled,39%
A Single Man,Certified Fresh,85%,Upright,81%
The Prince of Egypt,Certified Fresh,79%,Upright,75%
Psycho Beach Party,Rotten,53%,Upright,67%
The Day After Tomorrow,Rotten,45%,Spilled,50%
Constantine,Rotten,46%,Upright,72%
Predator,Certified Fresh,78%,Upright,87%
In the Company of Men,Certified Fresh,89%,Upright,80%
Girl with a Pearl Earring,Fresh,72%,Upright,68%
The Adventurer: The Curse of the Midas Box,Rotten,17%,Spilled,32%
Johnny English Reborn,Rotten,39%,Spilled,45%
The Crazies,Fresh,71%,Spilled,56%
The Beaver,Fresh,60%,Spilled,56%
The Express,Fresh,61%,Upright,74%
Das Boot,Certified Fresh,98%,Upright,96%
Madagascar: Escape 2 Africa,Fresh,64%,Upright,66%
Black Hawk Down,Certified Fresh,76%,Upright,88%
Love and Other Catastrophes,Rotten,43%,Upright,74%
The Scarlet Letter,Rotten,14%,Spilled,42%
Muppets From Space,Fresh,63%,Spilled,59%
Bad Boys II,Rotten,23%,Upright,78%
The Final Destination,Rotten,29%,Spilled,36%
Romance and Cigarettes,Rotten,53%,Spilled,56%
Orange County,Rotten,46%,Upright,62%
That Awkward Moment,Rotten,22%,Spilled,48%
Identity Thief,Rotten,19%,Spilled,54%
The Boondock Saints 2: All Saints Day,Rotten,23%,Spilled,58%
The Last Temptation of Christ,Certified Fresh,84%,Upright,84%
The Departed,Certified Fresh,92%,Upright,94%
Child's Play 2,Rotten,40%,Spilled,47%
Shallow Hal,Rotten,51%,Spilled,45%
Flight of the Intruder,Rotten,25%,Spilled,56%
I Got the Hook-Up!,Rotten,17%,Upright,65%
"Kiss Kiss, Bang Bang",Certified Fresh,84%,Upright,87%
Conspiracy Theory,Rotten,52%,Upright,65%
September Dawn,Rotten,13%,Spilled,48%
The Scorpion King,Rotten,41%,Spilled,38%
The Incredibles,Certified Fresh,97%,Upright,74%
Nomad,Rotten,6%,Spilled,41%
Harry Potter and the Goblet of Fire,Certified Fresh,88%,Upright,74%
The Ruins,Rotten,48%,Spilled,30%
Bend it Like Beckham,Certified Fresh,85%,Upright,73%
Hamlet,Fresh,71%,Spilled,0%
The Yellow Handkerchief,Fresh,67%,Spilled,59%
Master and Commander: The Far Side of the World,Certified Fresh,85%,Upright,80%
42nd Street,Fresh,95%,Upright,75%
Monsters,Fresh,71%,Spilled,52%
"The Twilight Saga: Breaking Dawn, Part 2",Rotten,49%,Upright,71%
Shadowlands,Fresh,96%,Upright,89%
Jaws 4: The Revenge,Rotten,0%,Spilled,15%
Donnie Brasco,Certified Fresh,87%,Upright,89%
Hercules,Fresh,60%,Spilled,58%
Beasts of the Southern Wild,Certified Fresh,86%,Upright,76%
The Nutcracker in 3D,Rotten,0%,Spilled,29%
Shorts,Rotten,45%,Spilled,32%
American Reunion,Rotten,43%,Upright,63%
Made in Dagenham,Certified Fresh,80%,Upright,75%
Cool Runnings,Fresh,74%,Upright,81%
Moby Dick,Fresh,84%,Upright,72%
Saved!,Fresh,61%,Upright,79%
12 Years a Slave,Certified Fresh,97%,Upright,90%
Dracula 2000,Rotten,17%,Spilled,40%
Bad Santa,Certified Fresh,77%,Upright,76%
Tumbleweeds,Certified Fresh,83%,Upright,65%
"Gone, Baby, Gone",Certified Fresh,94%,Upright,86%
Hanging Up,Rotten,12%,Spilled,35%
Barbarella,Fresh,73%,Spilled,57%
Control,Certified Fresh,86%,Upright,89%
Factory Girl,Rotten,19%,Upright,60%
PCU,Rotten,47%,Upright,76%
The Proposition,Certified Fresh,87%,Upright,86%
Push,Rotten,23%,Spilled,42%
The Real Cancun,Rotten,35%,Spilled,28%
Timeline,Rotten,12%,Spilled,45%
Flubber,Rotten,23%,Spilled,33%
Wild Wild West,Rotten,17%,Spilled,28%
Iron Man,Certified Fresh,93%,Upright,91%
Down to You,Rotten,3%,Spilled,50%
Boys Don't Cry,Certified Fresh,88%,Upright,87%
Small Time Crooks,Fresh,67%,Spilled,57%
The Game,Fresh,71%,Upright,85%
Corky Romano,Rotten,6%,Spilled,39%
Mindhunters,Rotten,25%,Spilled,58%
[Rec],Fresh,96%,Upright,81%
Revolutionary Road,Fresh,68%,Upright,71%
Time Changer,Rotten,22%,Upright,73%
Tarnation,Certified Fresh,92%,Upright,82%
Paul,Fresh,71%,Upright,61%
"Goodbye, Lenin!",Certified Fresh,90%,Upright,93%
Dressed to Kill,Fresh,84%,Upright,75%
Gods Not Dead,Rotten,17%,Upright,82%
Sorority Row,Rotten,22%,Spilled,32%
Stonewall,Fresh,63%,Upright,70%
Yogi Bear 3D,Rotten,13%,Spilled,34%
Die Hard 2,Fresh,66%,Upright,70%
Bright Star,Certified Fresh,83%,Upright,69%
The Blair Witch Project,Certified Fresh,87%,Spilled,55%
Scream,Certified Fresh,80%,Upright,78%
Adaptation,Certified Fresh,91%,Upright,85%
Jawbreaker,Rotten,7%,Spilled,54%
Scarface,Certified Fresh,84%,Upright,94%
Ice Age: Continental Drift,Rotten,37%,Upright,63%
Shanghai Noon,Certified Fresh,79%,Upright,65%
That's My Boy,Rotten,20%,Spilled,52%
Action Jackson,Rotten,10%,Spilled,32%
Beastly,Rotten,21%,Spilled,48%
What Lies Beneath,Rotten,46%,Spilled,59%
Jack Reacher,Fresh,61%,Upright,67%
25th Hour,Certified Fresh,78%,Upright,85%
The Counselor,Rotten,34%,Spilled,24%
Intolerable Cruelty,Certified Fresh,75%,Spilled,47%
The One,Fresh,61%,Upright,69%
America's Sweethearts,Rotten,31%,Spilled,40%
New in Town,Rotten,29%,Spilled,37%
Breakdown,Certified Fresh,80%,Upright,66%
Congo,Rotten,20%,Spilled,29%
Cats & Dogs,Rotten,54%,Spilled,32%
Don't Say a Word,Rotten,24%,Spilled,50%
The Road to El Dorado,Rotten,48%,Upright,64%
Return to Me,Fresh,61%,Upright,80%
Igby Goes Down,Certified Fresh,76%,Upright,80%
Agent Cody Banks 2: Destination London,Rotten,13%,Spilled,31%
Doomsday,Rotten,49%,Spilled,45%
Get on Up,Certified Fresh,78%,Upright,75%
Meet the Fockers,Rotten,38%,Spilled,58%
First Knight,Rotten,47%,Spilled,55%
The Nativity Story,Rotten,38%,Upright,76%
A Cinderella Story,Rotten,11%,Spilled,53%
Baby Mama,Fresh,64%,Spilled,56%
The Wedding Crashers,Certified Fresh,75%,Upright,70%
Hope Floats,Rotten,24%,Upright,73%
And Then Came Love,Rotten,15%,Spilled,32%
What to Expect When You're Expecting,Rotten,22%,Spilled,48%
Swept Away,Rotten,5%,Spilled,27%
The Puffy Chair,Certified Fresh,76%,Upright,62%
Premonition,Rotten,8%,Spilled,50%
You Got Served: Beat The World,Rotten,0%,Spilled,20%
I Heart Huckabees,Fresh,62%,Upright,76%
Saw III,Rotten,28%,Upright,71%
As It Is in Heaven,Fresh,80%,Upright,80%
Dead Man Walking,Certified Fresh,93%,Upright,86%
The Watcher,Rotten,10%,Spilled,29%
Maurice Richard,Rotten,56%,Upright,89%
Something's Gotta Give,Fresh,71%,Upright,69%
Babe,Certified Fresh,97%,Upright,66%
In the Shadow of the Moon,Certified Fresh,94%,Upright,91%
Hollywood Homicide,Rotten,30%,Spilled,27%
True Grit,Certified Fresh,96%,Upright,85%
"Run, Fatboy, Run",Rotten,47%,Upright,64%
Sphere,Rotten,12%,Spilled,39%
Jeepers Creepers II,Rotten,23%,Spilled,37%
We Are Marshall,Rotten,49%,Upright,79%
Good Will Hunting,Certified Fresh,97%,Upright,94%
Role Models,Certified Fresh,77%,Upright,74%
Domino,Rotten,19%,Spilled,56%
Larry Crowne,Rotten,35%,Spilled,41%
Glory,Certified Fresh,93%,Upright,93%
Tyler Perry's Good Deeds,Rotten,31%,Upright,76%
Oceans,Certified Fresh,81%,Upright,74%
Nebraska,Certified Fresh,92%,Upright,83%
Face-Off,Certified Fresh,91%,Upright,83%
Des Hommes et Des Dieux,Certified Fresh,93%,Upright,76%
Flight,Certified Fresh,78%,Upright,75%
Rango,Certified Fresh,88%,Upright,69%
Harry Potter and the Chamber of Secrets,Certified Fresh,82%,Upright,79%
Crocodile Dundee,Fresh,89%,Spilled,58%
Casa de Areia,Certified Fresh,78%,Upright,79%
Martin Lawrence Live: RunTelDat,Rotten,39%,Upright,71%
Guardians of the Galaxy,Certified Fresh,92%,Upright,95%
Twelve Monkeys,Certified Fresh,88%,Upright,88%
King Arthur,Rotten,32%,Upright,60%
Escape Plan,Rotten,49%,Spilled,56%
The Lego Movie,Certified Fresh,95%,Upright,88%
A Beautiful Mind,Certified Fresh,76%,Upright,93%
Waiting...,Rotten,31%,Upright,75%
X-Men: The Last Stand,Rotten,58%,Upright,62%
Bridge to Terabithia,Certified Fresh,84%,Upright,70%
Slums of Beverly Hills,Certified Fresh,80%,Upright,68%
Drive,Certified Fresh,93%,Upright,78%
Like Crazy,Certified Fresh,73%,Upright,61%
Water,Certified Fresh,91%,Upright,90%
Wristcutters: A Love Story,Fresh,66%,Upright,82%
Rebecca,Certified Fresh,100%,Upright,92%
Disturbing Behavior,Rotten,33%,Spilled,40%
Eastern Promises,Certified Fresh,89%,Upright,83%
Bats,Rotten,17%,Spilled,14%
Quartet,Certified Fresh,79%,Upright,66%
Lakeview Terrace,Rotten,45%,Spilled,39%
Lilja 4-ever,Certified Fresh,87%,Upright,91%
Kingdom of Heaven,Rotten,39%,Upright,72%
All the King's Men,Rotten,11%,Spilled,40%
88 Minutes,Rotten,5%,Spilled,44%
Flash of Genius,Rotten,59%,Spilled,55%
Last Vegas,Rotten,47%,Upright,60%
"New York, New York",Fresh,67%,Upright,60%
Alone with Her,Fresh,69%,Spilled,46%
It's All Gone Pete Tong,Certified Fresh,77%,Upright,89%
Shaun of the Dead,Certified Fresh,91%,Upright,93%
Thor: The Dark World,Fresh,65%,Upright,79%
Before Sunrise,Certified Fresh,100%,Upright,93%
The Pink Panther,Rotten,22%,Spilled,51%
Beverly Hills Chihuahua,Rotten,41%,Spilled,52%
Flushed Away,Certified Fresh,72%,Upright,65%
Tropa de Elite,Rotten,53%,Upright,87%
Going the Distance,Rotten,53%,Spilled,53%
Tron: Legacy,Rotten,51%,Upright,63%
Dodgeball: A True Underdog Story,Fresh,70%,Upright,76%
Half Past Dead,Rotten,3%,Spilled,38%
The Texas Chainsaw Massacre,Rotten,36%,Spilled,58%
The Last Waltz,Certified Fresh,98%,Upright,94%
What's Your Number?,Rotten,23%,Spilled,44%
How the Grinch Stole Christmas,Rotten,53%,Spilled,55%
Finding Nemo,Certified Fresh,99%,Upright,86%
The Others,Certified Fresh,83%,Upright,77%
My Best Friend's Girl,Rotten,14%,Spilled,46%
The Art of War,Rotten,16%,Spilled,37%
No Reservations,Rotten,41%,Upright,62%
The Croods,Fresh,70%,Upright,78%
Fighting Tommy Riley,Fresh,63%,Spilled,56%
Poetic Justice,Rotten,31%,Upright,84%
Final Destination 2,Rotten,48%,Spilled,59%
Bound,Fresh,92%,Upright,83%
Saw II,Rotten,36%,Spilled,59%
Jurassic Park III,Rotten,49%,Spilled,37%
Diner,Fresh,91%,Upright,78%
Bicentennial Man,Rotten,37%,Spilled,58%
Unforgettable,Rotten,23%,Spilled,31%
Footloose,Fresh,71%,Upright,61%
A Thousand Words,Rotten,0%,Spilled,47%
The Women,Rotten,13%,Spilled,37%
The Horse Boy,Fresh,76%,Upright,74%
Days of Thunder,Rotten,39%,Upright,61%
Supernova,Rotten,10%,Spilled,16%
Clockstoppers,Rotten,29%,Spilled,30%
Scooby-Doo 2: Monsters Unleashed,Rotten,21%,Spilled,39%
Austin Powers: International Man of Mystery,Fresh,70%,Upright,77%
"Monsters, Inc.",Certified Fresh,96%,Upright,90%
Yu-Gi-Oh,Rotten,5%,Spilled,47%
Enchanted,Certified Fresh,93%,Upright,80%
Ransom,Certified Fresh,75%,Upright,62%
Blade 2,Rotten,59%,Upright,68%
Restoration,Fresh,69%,Spilled,59%
Facing the Giants,Rotten,13%,Upright,86%
The Box,Rotten,45%,Spilled,23%
A Bridge Too Far,Fresh,73%,Upright,87%
The Naked Gun 2½: The Smell of Fear,Rotten,58%,Upright,65%
The Patriot,Fresh,62%,Upright,81%
LOL,Rotten,17%,Spilled,51%
Fever Pitch,Fresh,65%,Upright,60%
Die Hard: With a Vengeance,Rotten,51%,Upright,84%
Failure to Launch,Rotten,24%,Spilled,53%
Don Jon,Certified Fresh,81%,Spilled,59%
50 First Dates,Rotten,44%,Upright,65%
Open Water,Fresh,72%,Spilled,32%
The Princess Bride,Certified Fresh,97%,Upright,95%
In the Bedroom,Certified Fresh,93%,Upright,81%
Endless Love,Rotten,15%,Upright,60%
White Chicks,Rotten,15%,Spilled,55%
Dead Man Down,Rotten,37%,Spilled,47%
Bad Company,Rotten,10%,Spilled,36%
Outlander,Rotten,37%,Spilled,44%
Madea's Family Reunion,Rotten,25%,Upright,84%
"First Love, Last Rites",Rotten,40%,Spilled,45%
Donkey Punch,Rotten,49%,Spilled,24%
Legally Blonde,Fresh,68%,Upright,72%
The Ring,Fresh,72%,Spilled,48%
He Got Game,Certified Fresh,80%,Upright,84%
Marilyn Hotchkiss' Ballroom Dancing and Charm School,Rotten,22%,Upright,60%
Life of Pi,Certified Fresh,87%,Upright,84%
The Other Boleyn Girl,Rotten,42%,Upright,62%
Morning Glory,Rotten,55%,Spilled,51%
Blood Done Sign My Name,Rotten,50%,Upright,63%
Happy Gilmore,Fresh,60%,Upright,85%
My Soul to Take,Rotten,9%,Spilled,27%
The Clan of the Cave Bear,Rotten,10%,Spilled,47%
The Sound of Music,Certified Fresh,85%,Upright,91%
The Best Exotic Marigold Hotel,Certified Fresh,78%,Upright,79%
Oscar and Lucinda,Fresh,66%,Upright,65%
Freeway,Fresh,76%,Upright,77%
Tammy,Rotten,24%,Spilled,39%
Forget Me Not,Fresh,73%,Spilled,54%
Masked and Anonymous,Rotten,24%,Spilled,45%
Spider,Certified Fresh,89%,Upright,67%
Ghost World,Certified Fresh,92%,Upright,84%
Titanic,Certified Fresh,88%,Upright,69%
Imaginary Heroes,Rotten,35%,Upright,81%
Harry Potter and the Sorcerer's Stone,Certified Fresh,80%,Upright,82%
DysFunkTional Family,Rotten,43%,Upright,78%
Philomena,Certified Fresh,92%,Upright,89%
Hearts in Atlantis,Rotten,50%,Upright,65%
Patriot Games,Fresh,76%,Upright,73%
Killers,Rotten,11%,Spilled,41%
Did You Hear About the Morgans?,Rotten,12%,Spilled,27%
Saving Silverman,Rotten,18%,Spilled,52%
Freaky Friday,Certified Fresh,88%,Spilled,57%
Snake Eyes,Rotten,40%,Spilled,35%
Star Wars Ep. IV: A New Hope,Certified Fresh,93%,Upright,96%
Virus,Rotten,9%,Spilled,20%
Outside Providence,Rotten,50%,Upright,66%
Oliver!,Fresh,83%,Upright,82%
"I Love You, Beth Cooper",Rotten,14%,Spilled,32%
Shanghai Knights,Fresh,66%,Spilled,54%
The Giver,Rotten,33%,Upright,65%
On the Road,Rotten,43%,Spilled,34%
Beautiful Creatures,Rotten,46%,Spilled,54%
Hustle & Flow,Certified Fresh,82%,Upright,82%
Rabbit-Proof Fence,Certified Fresh,88%,Upright,86%
Teenage Mutant Ninja Turtles,Rotten,19%,Spilled,59%
Sky High,Fresh,73%,Spilled,57%
Arthur,Rotten,26%,Spilled,45%
The Hundred-Foot Journey,Fresh,67%,Upright,84%
Shadow Conspiracy,Rotten,0%,Spilled,17%
U2 3D,Certified Fresh,92%,Upright,92%
Invaders from Mars,Rotten,27%,Spilled,36%
Clueless,Certified Fresh,81%,Upright,76%
The Hills Have Eyes,Rotten,50%,Spilled,58%
Babe: Pig in the City,Fresh,62%,Spilled,40%
Imagine Me & You,Rotten,32%,Upright,74%
Kit Kittredge: An American Girl,Certified Fresh,78%,Upright,68%
Albert Nobbs,Rotten,56%,Spilled,48%
Things We Lost in the Fire,Fresh,64%,Upright,73%
In the Cut,Rotten,34%,Spilled,34%
Step Up 2 the Streets,Rotten,27%,Upright,77%
Halloween 4: The Return of Michael Myers,Rotten,29%,Spilled,54%
Malevolence,Rotten,33%,Spilled,27%
The World is Not Enough,Rotten,51%,Spilled,50%
The Cell,Rotten,45%,Spilled,57%
Ninja Assassin,Rotten,26%,Spilled,54%
A Haunted House,Rotten,10%,Spilled,52%
Nikita,Certified Fresh,88%,Upright,84%
What's the Worst That Could Happen?,Rotten,10%,Spilled,36%
Gentlemen Broncos,Rotten,19%,Spilled,41%
Timecop,Rotten,43%,Spilled,35%
The Big Hit,Rotten,41%,Spilled,59%
The Odd Life of Timothy Green,Rotten,33%,Upright,68%
Twilight,Rotten,49%,Upright,72%
Conan the Barbarian,Fresh,77%,Upright,75%
The Mothman Prophecies,Rotten,53%,Spilled,56%
Savage Grace,Rotten,38%,Spilled,39%
Agent Cody Banks,Rotten,39%,Spilled,32%
The Last Exorcism,Fresh,72%,Spilled,34%
Doogal,Rotten,8%,Spilled,18%
FearDotCom,Rotten,3%,Spilled,17%
Les Miserables,Fresh,70%,Upright,79%
