Movie Name,Release Date,Genre,Budget,Gross,RT Critic Label,RT Critic Rating,RT Audience Label,RT Audience Rating,IMDB Rating,Directors,Producers,Sreenwriters,Actors
Finding Neverland, 2004/11/12,Drama,25000000.0,51676606.0,Certified Fresh,83%,Upright,87%,7.8,Marc Forster,Richard N. Gladstein|Nellie Bellflower,David Magee,Johnny Depp|Kate Winslet|Dustin Hoffman|Julie Christie|Radha Mitchell
Sex Tape, 2014/7/18,Comedy,40000000.0,38407931.0,Rotten,18%,Spilled,38%,5.3,Jake Kasdan,Todd Black|Jason Blumenthal|Steve Tisch,Kate Angelo|Jason Segel|Nicholas Stoller,Jason Segel|Cameron Diaz|Rob Corddry|Ellie Kemper|Rob Lowe
Big Momma's House, 2000/6/2,Comedy,33000000.0,117559438.0,Rotten,30%,Spilled,57%,5.0,Raja Gosnell,David T. Friendly|Michael Green,Darryl Quarles|Don Rhymer,Martin Lawrence|Nia Long|Paul Giamatti|Terrence Howard|Ella Mitchell
The Purge, 2013/6/7,Thriller/Suspense,3000000.0,64473115.0,Rotten,38%,Spilled,37%,5.5,James DeMonaco,Jason Blum|Sebastien K. Lemercier|Michael Bay|Andrew Form|Brad Fuller,James DeMonaco,Ethan Hawke|Lena Headey|Max Burkholder|Adelaide Kane|Edwin Hodge
The Thin Red Line, 1998/12/23,Drama,52000000.0,36400491.0,Certified Fresh,79%,Upright,80%,7.6,Terrence Malick,Robert Michael Geisler|John Raberdeau|Grant Hill,Terrence Malick,Sean Penn|Steven Vidlere|Adrien Brody|James Caviezel|Ben Chaplin
Sinister, 2012/10/12,Thriller/Suspense,3000000.0,48086903.0,Fresh,63%,Upright,61%,6.8,Scott Derrickson,Jason Blum|Brian Kavanaugh-Jones,Scott Derrickson|Robert Cargill,Ethan Hawke|Juliet Rylance|Fred Dalton Thompson|James Ransone|Michael Hall D'Addario
The Thing, 2011/10/14,Horror,38000000.0,16928670.0,Rotten,35%,Spilled,43%,8.2,Matthjs Van Heijnngen,Marc Abraham|Eric Newman,Eric Heisserer,Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen|Eric Christian Olsen|Adewale Akinnuoye-Agbaje
Son of God, 2014/2/28,Drama,22000000.0,59700064.0,Rotten,21%,Upright,74%,5.5,Christopher Spencer,Roma Downey|Mark Burnett|Richard Bedser,Richard Bedser|Christopher Spencer|Colin Swash|Nic Young,Diogo Morgado|Greg Hicks|Adrian Schiller|Darwin Shaw|Sebastian Knapp
Soul Men, 2008/11/7,Comedy,40000000.0,12082391.0,Rotten,44%,Spilled,58%,6.5,Malcolm D. Lee,David T. Friendly|Steven Greener|Charles Castaldi,Robert Ramsey|Matthew Stone,Samuel L. Jackson|Bernie Mac|Sharon Leal|Sean Hayes|Affion Crockett
Escape Plan, 2013/10/18,Thriller/Suspense,70000000.0,25213103.0,Rotten,49%,Spilled,56%,6.8,Mikael Hafstrom,Mark Canton|Randall Emmett|Remington Chase|Robbie Brenner|Kevin King-Templeton,Miles Chapman|Arnell Jesko,"Sylvester Stallone|Arnold Schwarzenegger|James Caviezel|Curtis ""50 Cent"" Jackson|Vinnie Jones"
Apocalypto, 2006/12/8,Adventure,40000000.0,50866635.0,Fresh,65%,Upright,79%,7.8,Mel Gibson,Mel Gibson|Bruce Davey,Mel Gibson|Farhad Safinia,Rudy Youngblood|Dalia Hernandez|Jonathan Brewer|Morris Birdyellowhead|Carlos Emilio Baez
Moulin Rouge, 2001/5/18,Musical,53000000.0,57386369.0,Certified Fresh,76%,Upright,90%,7.2,Baz Luhrmann,Martin Brown|Baz Luhrmann|Fred Baron,Baz Luhrmann|Craig Pearce,Nicole Kidman|Ewan McGregor|John Leguizamo|Jim Broadbent|Garry McDonald
Mirror Mirror, 2012/3/30,Adventure,85000000.0,64935167.0,Rotten,49%,Spilled,45%,5.6,Tarsem Singh,Bernie Goldmann|Ryan Kavanaugh|Brett Ratner,Marc Klein|Jason Keller,Julia Roberts|Lily Collins|Armie Hammer|Nathan Lane|Jordan Prentice
47 Ronin, 2013/12/25,Action,175000000.0,38362475.0,Rotten,14%,Spilled,49%,6.3,Carl Rinsch,Pamela Abdy|Eric McLeod,Chris Morgan|Hossein Amini,Keanu Reeves|Hiroyuki Sanada|Ko Shibasaki|Tadanobu Asano|Min Tanaka
The Departed, 2006/10/6,Drama,90000000.0,133311000.0,Certified Fresh,92%,Upright,94%,8.5,Martin Scorsese,Brad Pitt|Brad Grey|Graham King,William Monahan,Leonardo DiCaprio|Matt Damon|Jack Nicholson|Mark Wahlberg|Ray Winstone
Indiana Jones and the Kingdom of the Crystal Skull, 2008/5/22,Adventure,185000000.0,317023851.0,Certified Fresh,78%,Spilled,54%,6.3,Steven Spielberg,Frank Marshall,David Koepp,Harrison Ford|Cate Blanchett|Karen Allen|Ray Winstone|John Hurt
Happy Gilmore, 1996/2/16,Comedy,10000000.0,38623460.0,Fresh,60%,Upright,85%,7.0,Dennis Dugan,Robert Simonds,Tim Herlihy|Adam Sandler,Adam Sandler|Christopher McDonald|Julie Bowen|Frances Bay|Carl Weathers
Over the Hedge, 2006/5/19,Comedy,80000000.0,155019340.0,Certified Fresh,75%,Upright,71%,6.8,Tim Johnson|Karey Kirkpatrick,Bonnie Arnold,Len Blum|Lorne Cameron|David Hoselton|Karey Kirkpatrick,Bruce Willis|Garry Shandling|Steve Carell|Wanda Sykes|William Shatner
Your Sister's Sister, 2012/6/15,Drama,120000.0,1597486.0,Certified Fresh,83%,Upright,66%,6.7,Lynn Shelton,Steven Schardt,Lynn Shelton,Emily Blunt|Rosemarie DeWitt|Mark Duplass|Mike Birbiglia
Dark Shadows, 2012/5/11,Black Comedy,150000000.0,79727149.0,Rotten,37%,Spilled,46%,6.3,Tim Burton,Richard D. Zanuck|Graham King|Johnny Depp|Christi Dembrowski|David Kennedy,Seth Grahame-Smith,Johnny Depp|Michelle Pfeiffer|Helena Bonham Carter|Eva Green|Jackie Earle Haley
The Legend of Hercules, 2014/1/10,Adventure,70000000.0,18848538.0,Rotten,3%,Spilled,35%,4.2,Renny Harlin,Danny Lerner|Les Weldon|Boaz Davidson|Renny Harlin,Daniel Giat|Sean Hood,Kellan Lutz|Scott Adkins|Liam McIntyre|Liam Garrigan|Johnathon Schaech
World War Z, 2013/6/21,Action,190000000.0,202359711.0,Fresh,68%,Upright,72%,7.1,Marc Forster,Brad Pitt|Dede Gardner|Jeremy Kleiner|Ian Bryce,Matthew Michael Carnahan|Drew Goodard|Damion Lindelof,Brad Pitt|Mireille Enos|James Badge Dale|Matthew Fox|Daniella Kertesz
Drive, 2011/9/16,Action,15000000.0,35060689.0,Certified Fresh,93%,Upright,78%,7.8,Nicolas Winding Refn,John Palermo|Adam Siegel|Michel Litvak|Gigi Pritzker|Marc Platt,Hossein Amini,Ryan Gosling|Carey Mulligan|Bryan Cranston|Christina Hendricks|Ron Perlman
Peter Pan, 2003/12/25,Adventure,100000000.0,48417850.0,Certified Fresh,77%,Upright,74%,6.9,P.J. Hogan,Lucy Fisher|Douglas Wick|Patrick McCormick,P.J. Hogan|Michael Goldenberg,Jason Isaacs|Jeremy Sumpter|Rachel Hurd-Wood|Olivia Williams|Ludivine Sagnier
Con Air, 1997/6/6,Action,80000000.0,101117573.0,Rotten,55%,Upright,75%,6.8,Simon West,Jerry Bruckheimer,Scott Rosenberg,Nicolas Cage|John Cusack|John Malkovich|Steve Buscemi|Ving Rhames
The Great Debaters, 2007/12/25,Drama,15000000.0,30226144.0,Certified Fresh,78%,Upright,86%,7.6,Denzel Washington,Todd Black|Kate Forte|Oprah Winfrey|Joe Roth,Robert Eisele,Denzel Washington|Forest Whitaker|Nate Parker|Jurnee Smollett|Denzel Whitaker
The Cell, 2000/8/18,Thriller/Suspense,35000000.0,61280963.0,Rotten,45%,Spilled,57%,6.3,Tarsem Singh,Julio Caro|Eric McLeod,Mark Protosevich,Jennifer Lopez|Vince Vaughn|Vincent D'Onofrio|Marianne Jean-Baptiste|Jake Weber
Warm Bodies, 2013/2/1,Romantic Comedy,30000000.0,66380662.0,Certified Fresh,80%,Upright,73%,7.0,Jonathan Levine,Todd Lieberman|David Hoberman|Bruna Papandrea,Jonathan Levine,Nicholas Hoult|Teresa Palmer|Analeigh Tipton|Rob Corddry|Dave Franco
3 Days to Kill, 2014/2/21,Thriller/Suspense,28000000.0,30697999.0,Rotten,29%,Spilled,45%,6.2,Joseph McGinty Nichol,Marc Libert|Ryan Kavanaugh,Luc Besson|Adi Hasak,Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen|Tomas Lemarquis
Season of the Witch, 2011/1/7,Thriller/Suspense,40000000.0,24827228.0,Rotten,10%,Spilled,31%,5.4,Dominic Sena,Charles Roven|Alex Gartner,Bragi Schut,Nicolas Cage|Ron Perlman|Stephen Campbell Moore|Stephen Graham|Ulrich Thomsen
That Awkward Moment, 2014/1/31,Romantic Comedy,8000000.0,26068955.0,Rotten,22%,Spilled,48%,6.2,Tom Gormican,Scott Aversano|Andrew O'Connor|Justin Nappi|Kevin Turen,Tom Gormican,Zac Efron|Miles Teller|Michael B. Jordan|Imogen Poots|Mackenzie Davis
Knight and Day, 2010/6/23,Action,117000000.0,76423035.0,Rotten,53%,Spilled,49%,6.3,James Mangold,Cathy Konrad|Steve Pink|Todd Garner,Patrick O'Neill,Tom Cruise|Cameron Diaz|Peter Sarsgaard|Viola Davis|Jordi Molla
The Devil's Double, 2011/7/29,Drama,19100000.0,1361512.0,Rotten,52%,Upright,65%,7.1,Lee Tamahori,Paul Breuls|Michael John Fedun|Emjay Rechsteiner|Catherine Vandeleene,Michael Thomas,Dominic Cooper|Ludivine Sagnier|Raad Rawi|Philip Quast|Mimoun Oaissa
Cool Runnings, 1993/10/1,Comedy,14000000.0,68856263.0,Fresh,74%,Upright,81%,6.9,Jon Turteltaub,Dawn Steel,Lynn Siefert|Tommy Swerdlow|Michael Goldberg,Leon|Doug E. Doug|Rawle D. Lewis|Malik Yoba|John Candy
Alvin and the Chipmunks: The Squeakquel, 2009/12/23,Comedy,70000000.0,219614612.0,Rotten,21%,Spilled,49%,4.4,Betty Thomas,Janice Karman|Ross Bagdasarian,Jon Vitti|Jonathan Aibel|Glenn Berger|Ross Bagdasarian|Janice Karman,Zachary Levi|David Cross|Jason Lee|Justin Long|Matthew Gray Gubler
The Cold Light of Day, 2012/9/7,Thriller/Suspense,20000000.0,3763583.0,Rotten,5%,Spilled,29%,4.9,Mabrouk El Mechri,Trevor Macy|Marc D. Evans,Scott Wiper|John Petro,Henry Cavill|Veronica Echegui|Bruce Willis|Sigourney Weaver|Joseph Mawle
Smokin' Aces, 2007/1/26,Comedy,17000000.0,35662731.0,Rotten,29%,Upright,62%,6.7,Joe Carnahan,Tim Bevan|Eric Fellner,Joe Carnahan,Ben Affleck|Andy Garcia|Alicia Keys|Jason Bateman|Ray Liotta
Enemy at the Gates, 2001/3/16,Drama,85000000.0,51396781.0,Rotten,54%,Upright,83%,7.6,Jean-Jacques Annaud,John D. Schofield|Jean-Jacques Annaud,Alain Godard|Jean-Jacques Annaud,Jude Law|Joseph Fiennes|Rachel Weisz|Bob Hoskins|Ed Harris
Platoon, 1986/12/19,Drama,6000000.0,137963328.0,Certified Fresh,88%,Upright,93%,8.2,Oliver Stone,Arnold Kopelson,Oliver Stone,Tom Berenger|Willem Dafoe|Charlie Sheen|Forest Whitaker|Francesco Quinn
Lilo & Stitch, 2002/6/21,Adventure,80000000.0,145771527.0,Certified Fresh,86%,Upright,76%,7.1,Chris Sanders,Clark Spencer,Chris Sanders|Dean DeBlois,Daveigh Chase|Mickie McGowan|Jack Angel|Kath Soucie|David Ogden Stiers
How to Train Your Dragon 2, 2014/6/13,Adventure,145000000.0,175236284.0,Certified Fresh,92%,Upright,92%,8.2,Dean DeBlois,Bonnie Arnold,Dean DeBlois,Jay Baruchel|Gerard Butler|America Ferrera|Jonah Hill|Christopher Mintz-Plasse
The Life Aquatic with Steve Zissou, 2004/12/10,Comedy,50000000.0,24006726.0,Rotten,56%,Upright,83%,7.3,Wes Anderson,Wes Anderson|Barry Mendel|Scott Rudin,Wes Anderson|Noah Baumbach,Bill Murray|Owen Wilson|Cate Blanchett|Anjelica Huston|Willem Dafoe
J. Edgar, 2011/11/9,Drama,35000000.0,37306030.0,Rotten,43%,Spilled,45%,6.6,Clint Eastwood,Clint Eastwood|Brian Grazer|Robert Lorenz,Dustin Lance Black,Leonardo DiCaprio|Naomi Watts|Armie Hammer|Josh Lucas|Judi Dench
The Fan, 1996/8/16,Thriller/Suspense,55000000.0,18582965.0,Rotten,38%,Spilled,35%,5.8,Tony Scott,Wendy Finerman,Phoef Sutton,Robert De Niro|Wesley Snipes|John Leguizamo|Benicio Del Toro|Ellen Barkin
Chocolat, 2000/12/15,Drama,25000000.0,71309760.0,Fresh,63%,Upright,83%,7.3,Lasse Hallström,David Brown|Kit Golden|Leslie Holleran,Robert Nelson Jacobs,Juliette Binoche|Judi Dench|Alfred Molina|Lena Olin|Johnny Depp
War Horse, 2011/12/25,Drama,70000000.0,79883359.0,Certified Fresh,77%,Upright,74%,7.2,Steven Spielberg,Steven Spielberg|Kathleen Kennedy,Lee Hall|Richard Curtis,Jeremy Irvine|Peter Mullan|Emily Watson|Niels Arestrup|David Thewlis
Robots, 2005/3/11,Adventure,80000000.0,128200012.0,Fresh,64%,Spilled,53%,6.3,Carlos Saldanha,Jerry Davis|John C. Donkin|William Joyce,David Lindsay-Abaire|Lowell Ganz|Babaloo Mandel,Ewan McGregor|Halle Berry|Robin Williams|Greg Kinnear|Mel Brooks
Dances with Wolves, 1990/11/9,Western,19000000.0,184208842.0,Certified Fresh,81%,Upright,87%,8.0,Kevin Costner,Jim Wilson|Kevin Costner,Michael Blake,Kevin Costner|Mary McDonnell|Graham Greene|Rodney A. Grant|Floyd Red Crow Westerman
The Rocker, 2008/8/20,Comedy,15000000.0,6409528.0,Rotten,41%,Spilled,47%,6.2,Peter Cattaneo,Shawn Levy|Tom McNulty,Maya Forbes|Wallace Wolodarsky,Rainn Wilson|Christina Applegate|Jeff Garlin|Josh Gad|Teddy Geiger
Hanna, 2011/4/8,Drama,30000000.0,40259119.0,Fresh,72%,Upright,66%,6.8,Joe Wright,Leslie Holleran|Paul Adelstein|Scott Nemes,Seth Lochhead|David Farr,Saoirse Ronan|Eric Bana|Tom Hollander|Olivia Williams|Jason Flemyng
Cyrus, 2010/6/18,Comedy,7000000.0,7468936.0,Certified Fresh,80%,Spilled,53%,6.3,Mark Duplass|Jay Duplass,Michael Costigan,Mark Duplass|Jay Duplass,John C. Reilly|Jonah Hill|Marisa Tomei|Catherine Keener|Matt Walsh
Blue Like Jazz, 2012/4/13,Comedy,1200000.0,595018.0,Rotten,38%,Upright,64%,6.0,Steve Taylor,Steve Taylor|J. Clarke Gallivan|Coke Sams,Donald Miller|Steve Taylor|Ben Pearson,Marshall Allman|Claire Holt|Tania Raymonde|Justin Welborn
Men in Black, 1997/7/1,Adventure,90000000.0,250690539.0,Certified Fresh,92%,Upright,79%,7.2,Barry Sonnenfeld,Walter F. Parkes|Laurie MacDonald,Ed Solomon,Tommy Lee Jones|Will Smith|Linda Fiorentino|Vincent D'Onofrio|Rip Torn
Battleship, 2012/5/18,Action,209000000.0,65235400.0,Rotten,34%,Spilled,55%,5.9,Peter Berg,Brian Goldner|Scott Stuber|Peter Berg|Sarah Aubrey|Duncan Henderson|Bennet Schneir,Jon Hoeber|Erich Hoeber,Taylor Kitsch|Alexander Skarsgård|Rihanna|Brooklyn Decker|Tadanobu Asano
Toy Story, 1995/11/22,Adventure,30000000.0,191780865.0,Certified Fresh,100%,Upright,92%,8.3,John Lasseter,Ralph Guggenheim|Bonnie Arnold|Edwin Catmull|Steven Jobs,Joss Whedon|Andrew Stanton|Joel Cohen|Alec Sokolow,Tom Hanks|Tim Allen|Don Rickles|Jim Varney|Wallace Shawn
Monster House, 2006/7/21,Adventure,75000000.0,73661010.0,Fresh,74%,Upright,63%,6.7,Gil Kenan,Steve Starkey|Jack Rapke,Dan Harmon|Rob Schrab|Pamela Pettler,Mitchel Musso|Sam Lerner|Spencer Locke|Steve Buscemi|Maggie Gyllenhaal
Up in the Air, 2009/12/4,Drama,30000000.0,83823381.0,Certified Fresh,91%,Upright,79%,7.5,Jason Reitman,Daniel Dubiecki|Jeffrey Clifford|Ivan Reitman|Jason Reitman,Jason Reitman|Sheldon Turner,George Clooney|Vera Farmiga|Anna Kendrick|Jason Bateman|Danny McBride
RoboCop, 2014/2/12,Action,120000000.0,58607007.0,Rotten,48%,Spilled,53%,6.3,Jose Padilha,Marc Abraham|Eric Newman,Joshua Zetumer,Joel Kinnaman|Gary Oldman|Michael Keaton|Samuel L. Jackson|Abbie Cornish
The Three Stooges, 2012/4/13,Comedy,30000000.0,44338224.0,Rotten,51%,Spilled,48%,5.1,Peter Farrelly|Bobby Farrelly,Bradley Thomas|Charles B. Wessler|Bobby Farrelly|Peter Farrelly,Mike Cerrone|Bobby Farrelly|Peter Farrelly,Sean Hayes|Will Sasso|Chris Diamantopoulos|Jane Lynch|Sofia Vergara
Monte Carlo, 2011/7/1,Romantic Comedy,20000000.0,23186769.0,Rotten,38%,Spilled,49%,5.7,Tom Bezucha,Arnon Milchan|Denise Di Novi|Alison Greenspan|Nicole Kidman|Per Saari,Tom Bezucha|April Blair|Maria Maggenti|Kelly Bowe,Selena Gomez|Katie Cassidy|Leighton Meester|Cory Monteith|Andie MacDowell
The Green Mile, 1999/12/10,Drama,60000000.0,136801374.0,Certified Fresh,80%,Upright,94%,8.5,Frank Darabont,David Valdes|Frank Darabont,Frank Darabont,Tom Hanks|David Morse|Bonnie Hunt|Michael Clarke Duncan|James Cromwell
Gravity, 2013/10/4,Thriller/Suspense,110000000.0,274092705.0,Certified Fresh,97%,Upright,81%,8.0,Alfonso Cuarón,Alfonso Cuarón|David Heyman,Alfonso Cuarón|Jonas Cuaron,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma
The Truman Show, 1998/6/5,Drama,60000000.0,125618201.0,Certified Fresh,94%,Upright,88%,8.0,Peter Weir,Scott Rudin|Andrew Niccol|Edward S. Feldman|Adam Schroeder,Andrew Niccol,Jim Carrey|Laura Linney|Noah Emmerich|Natascha McElhone|Holland Taylor
Meet Joe Black, 1998/11/13,Drama,85000000.0,44650003.0,Rotten,51%,Upright,81%,7.1,Martin Brest,Martin Brest,Ron Osborn|Jeff Reno|Kevin Wade|Bo Goldman,Brad Pitt|Anthony Hopkins|Claire Forlani|Jake Weber|Marcia Gay Harden
Red, 2010/10/15,Action,60000000.0,90380162.0,Certified Fresh,71%,Upright,72%,7.1,Robert Schwentke,Lorenzo di Bonaventura|Mark Vahradian,Jon Hoeber|Erich Hoeber,Bruce Willis|Morgan Freeman|John Malkovich|Helen Mirren|Mary-Louise Parker
Ride Along, 2014/1/17,Comedy,25000000.0,134202565.0,Rotten,18%,Upright,60%,6.1,Tim Story,Will Packer|Ice Cube|Matt Alvarez|Larry Brezner,Greg Coolidge|Jason Mantzoukas|Phil Hay|Matt Manfredi,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter
Vantage Point, 2008/2/22,Thriller/Suspense,40000000.0,72266306.0,Rotten,35%,Spilled,57%,6.6,Pete Travis,Neal H. Moritz,Barry L. Levy,Dennis Quaid|Matthew Fox|Forest Whitaker|Bruce McGill|Edgar Ramirez
Red Dragon, 2002/10/4,Thriller/Suspense,78000000.0,92955420.0,Fresh,69%,Upright,74%,7.2,Brett Ratner,Dino De Laurentiis|Martha De Laurentiis,Ted Tally,Anthony Hopkins|Edward Norton|Ralph Fiennes|Harvey Keitel|Emily Watson
Mandela: Long Walk to Freedom, 2013/11/29,Drama,35000000.0,8324748.0,Rotten,59%,Upright,70%,7.1,Justin Chadwick,Anant Singh|David M. Thompson,William Nicholson,Idris Elba|Naomie Harris|Tony Kgoroge|Riaad Moosa|Lindiwe Matshikiza
Meek's Cutoff, 2011/4/8,Drama,2000000.0,977772.0,Certified Fresh,85%,Spilled,54%,6.5,Kelly Reichardt,Elizabeth Cuthrell|Neil Kopp|Anish Savjani|David Urrutia,Jon Raymond,Michelle Williams|Bruce Greenwood|Will Patton|Paul Dano|Zoe Kazan
Divergent, 2014/3/21,Adventure,85000000.0,150947895.0,Rotten,41%,Upright,72%,6.9,Neil Burger,Douglas Wick|Lucy Fisher|Pouya Shahbazian,Evan Daugherty|Vanessa Taylor,Shailene Woodley|Theo James|Ashley Judd|Jai Courtney|Ray Stevenson
Open Season, 2006/9/29,Adventure,85000000.0,85105259.0,Rotten,48%,Spilled,57%,6.2,Jill Culton|Roger Allers,Michelle Murdocca,Steve Bencich|Ron J. Friedman|Nat Mauldin,Martin Lawrence|Ashton Kutcher|Debra Messing|Gary Sinise|Billy Connolly
The Last Samurai, 2003/12/5,Action,140000000.0,111110575.0,Fresh,65%,Upright,83%,7.7,Edward Zwick,Edward Zwick|Marshall Herskovitz|Tom Cruise|Paula Wagner|Scott Kroopf|Tom Engelman,John Logan|Marshall Herskovitz|Edward Zwick,Tom Cruise|Timothy Spall|Ken Watanabe|Billy Connolly|Tony Goldwyn
This Means War, 2012/2/17,Romantic Comedy,65000000.0,54760791.0,Rotten,26%,Spilled,57%,6.4,Joseph McGinty Nichol,Robert Simonds|James Lassiter|Will Smith|Simon Kinberg,Timothy Dowling|Simon Kinberg,Reese Witherspoon|Chris Pine|Tom Hardy|Til Schweiger|Chelsea Handler
Arachnophobia, 1990/7/18,Thriller/Suspense,31000000.0,53208180.0,Fresh,91%,Spilled,52%,6.3,Frank Marshall,Kathleen Kennedy|Richard Vane,Don Jakoby|Wesley Strick,Jeff Daniels|Harley Jane Kozak|John Goodman|Julian Sands|Stuart Pankin
Bringing Down the House, 2003/3/7,Comedy,20000000.0,132675402.0,Rotten,34%,Spilled,50%,5.5,Adam Shankman,David Hoberman,Jason Filardi,Queen Latifah|Steve Martin|Eugene Levy|Joan Plowright|Missi Pyle
Spider-Man 2, 2004/6/30,Adventure,200000000.0,373524485.0,Certified Fresh,94%,Upright,81%,7.4,Sam Raimi,Laura Ziskin|Avi Arad,Alvin Sargent,Tobey Maguire|Kirsten Dunst|James Franco|Alfred Molina|Rosemary Harris
Spider-Man 3, 2007/5/4,Adventure,258000000.0,336530303.0,Fresh,63%,Spilled,51%,6.2,Sam Raimi,Laura Ziskin|Avi Arad|Grant Curtis,Sam Raimi|Ivan Raimi|Alvin Sargent,Tobey Maguire|Kirsten Dunst|James Franco|Thomas Haden Church|Topher Grace
Apollo 13, 1995/6/30,Drama,65000000.0,172070496.0,Certified Fresh,95%,Upright,86%,7.6,Ron Howard,Brian Grazer,William Broyles Jr.|Al Reinert,Tom Hanks|Kevin Bacon|Bill Paxton|Gary Sinise|Ed Harris
Mamma Mia!, 2008/7/18,Musical,52000000.0,144130063.0,Rotten,54%,Upright,66%,6.4,Phyllida Lloyd,Judy Craymer|Gary Goetzman,Catherine Johnson,Meryl Streep|Pierce Brosnan|Colin Firth|Stellan Skarsgård|Julie Walters
Apollo 18, 2011/9/2,Thriller/Suspense,5000000.0,17686929.0,Rotten,24%,Spilled,23%,5.2,Gonzolo Lopez-Gallego,Timur Bekmambetov|Michele Wolkoff,Brian Miller,Warren Christie|Lloyd Owen|Ryan Robbins
Take Shelter, 2011/9/30,Drama,4750000.0,1728953.0,Certified Fresh,92%,Upright,81%,7.4,Jeff Nichols,Tyler Davidson|Sophia Lin,Jeff Nichols,Michael Shannon|Jessica Chastain|Shea Whigham|Katy Mixon|Ray McKinnon
Snowpiercer, 2013/8/1,Thriller/Suspense,76622919.0,4525452.0,Certified Fresh,95%,Upright,77%,7.0,Joon-ho Bong,Jeong Tae-Sung|Steven Nam|Park Chan-wook|Lee Tae-hun,Joon-ho Bong|Kelly Masterson,Chris Evans|Kang-ho Song|Tilda Swinton|Jamie Bell|Octavia Spencer
Eight Below, 2006/2/17,Adventure,40000000.0,81612565.0,Certified Fresh,72%,Upright,79%,7.3,Frank Marshall,David Hoberman|Patrick Crowley,David Digilio,Paul Walker|Bruce Greenwood|Moon Bloodgood|Jason Biggs|Gerard Plunkett
Bad Teacher, 2011/6/24,Comedy,19000000.0,100292856.0,Rotten,45%,Spilled,36%,5.7,Jake Kasdan,Jimmy Miller|David Householter,Gene Stupnitsky|Lee Eisenberg,Cameron Diaz|Lucy Punch|Jason Segel|Justin Timberlake|Phyllis Smith
Admission, 2013/3/22,Romantic Comedy,13000000.0,18007317.0,Rotten,38%,Spilled,33%,5.7,Paul Weitz,Paul Weitz|Kerry Kohansky-Roberts|Andrew Miano,Karen Croner,Tina Fey|Paul Rudd|Michael Sheen|Wallace Shawn|Lily Tomlin
Iron Man 2, 2010/5/7,Adventure,170000000.0,312433331.0,Certified Fresh,73%,Upright,73%,7.1,Jon Favreau,Kevin Feige,Justin Favreau,"Robert Downey, Jr.|Gwyneth Paltrow|Don Cheadle|Scarlett Johansson|Sam Rockwell"
The Conjuring, 2013/7/19,Horror,20000000.0,137400141.0,Certified Fresh,86%,Upright,82%,7.5,James Wan,Tony DeRosa-Grund|Peter Safran|Rob Cowan,Chad Hayes|Carey W. Hayes,Vera Farmiga|Patrick Wilson|Lili Taylor|Ron Livingston|Shanley Caswell
Leatherheads, 2008/4/4,Romantic Comedy,58000000.0,31373938.0,Rotten,52%,Spilled,38%,6.0,George Clooney,Grant Heslov|Casey Silver,Duncan Brantley|Rick Reilly,George Clooney|Renée Zellweger|John Krasinski|Jonathan Pryce|Peter Gerety
Hulk, 2003/6/20,Action,137000000.0,132177234.0,Fresh,62%,Spilled,29%,5.7,Ang Lee,Gale Anne Hurd|Avi Arad|James Schamus|Larry Franco,John Turman|Michael France|James Schamus,Eric Bana|Jennifer Connelly|Sam Elliott|Josh Lucas|Nick Nolte
The Prince, 2014/8/22,Action,18000000.0,0.0,Rotten,0%,Spilled,21%,4.5,Brian A. Miller,Randall Emmett|George Furla|Samuel Y. Ha|Huh Soo Young|Adam Goldworm,Andre Fabrizio|Jeremy Passmore,Jason Patric|Bruce Willis|John Cusack|Jung Ji-hoon|Jessica Lowndes
The Hangover, 2009/6/5,Comedy,35000000.0,277322503.0,Certified Fresh,79%,Upright,84%,7.8,Todd Phillips,Todd Phillips|Dan Goldberg,Jon Lucas|Scott Moore,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Heather Graham
Case 39, 2010/10/1,Horror,27000000.0,13261851.0,Rotten,22%,Spilled,40%,6.2,Christian Alvart,Steve Golin|Kevin Misher,Ray Wright,Renée Zellweger|Ian McShane|Bradley Cooper|Jodelle Ferland|Cynthia Stevenson
Eve's Bayou, 1997/11/7,Drama,5000000.0,14843425.0,Certified Fresh,80%,Upright,90%,7.3,Kasi Lemmons,Caldecot Chubb|Samuel L. Jackson,Kasi Lemmons,Samuel L. Jackson|Lynn Whitfield|Debbi Morgan|Vondie Curtis-Hall|Branford Marsalis
